Date,Close
2010-03-02,6.276816368103027
2010-03-03,6.291242599487305
2010-03-04,6.332717418670654
2010-03-08,6.5842719078063965
2010-03-10,6.757380485534668
2010-03-11,6.777220249176025
2010-03-12,6.81027889251709
2010-03-15,6.727328300476074
2010-03-16,6.745664119720459
2010-03-17,6.735745429992676
2010-03-18,6.75167179107666
2010-03-19,6.679542541503906
2010-03-22,6.754678249359131
2010-03-23,6.8631744384765625
2010-03-24,6.893528938293457
2010-03-25,6.811782360076904
2010-03-26,6.939510345458984
2010-03-29,6.984292030334473
2010-03-30,7.088277339935303
2010-03-31,7.06273365020752
2010-04-01,7.091885566711426
2010-04-05,7.167624950408936
2010-04-06,7.199180603027344
2010-04-07,7.231037616729736
2010-04-08,7.211502075195312
2010-04-09,7.266801357269287
2010-04-12,7.281829357147217
2010-04-13,7.28603458404541
2010-04-14,7.384013652801514
2010-04-15,7.481088161468506
2010-04-16,7.435404777526855
2010-04-19,7.4254865646362305
2010-04-20,7.350955486297607
2010-04-22,8.008538246154785
2010-04-23,8.139575004577637
2010-04-26,8.099602699279785
2010-04-27,7.875398635864258
2010-04-28,7.862173557281494
2010-04-29,8.073755264282227
2010-04-30,7.846848011016846
2010-05-03,8.00493335723877
2010-05-04,7.7744140625
2010-05-11,7.709498405456543
2010-05-12,7.876903057098389
2010-05-13,7.764803409576416
2010-05-14,7.628354549407959
2010-05-17,7.640377044677734
2010-05-18,7.584475040435791
2010-05-24,7.41616678237915
2010-05-26,7.336528778076172
2010-05-27,7.614227294921875
2010-05-28,7.72031831741333
2010-06-02,7.932801723480225
2010-06-03,7.907856941223144
2010-06-04,7.69266939163208
2010-06-09,7.309175968170166
2010-06-10,7.528875827789307
2010-06-11,7.619038105010986
2010-06-14,7.642178535461426
2010-06-15,7.804771900177002
2010-06-16,8.031980514526367
2010-06-17,8.170831680297852
2010-06-18,8.23695182800293
2010-06-21,8.119738578796387
2010-06-22,8.230340957641602
2010-06-23,8.143782615661621
2010-06-24,8.084576606750488
2010-06-25,8.015451431274414
2010-06-28,8.063538551330566
2010-06-30,7.559531211853027
2010-07-02,7.4215803146362305
2010-07-06,7.472370624542236
2010-07-07,7.774118423461914
2010-07-08,7.756683826446533
2010-07-09,7.802669048309326
2010-07-12,7.732641220092773
2010-07-14,7.595596313476562
2010-07-15,7.557124614715576
2010-07-22,7.784634590148926
2010-07-23,7.81228494644165
2010-07-26,7.7924485206604
2010-07-27,7.936710357666016
2010-07-28,7.842940807342529
2010-07-29,7.75728702545166
2010-07-30,7.731438636779785
2010-08-02,7.869685649871826
2010-08-03,7.872093677520752
2010-08-04,7.903651714324951
2010-08-05,7.8651838302612305
2010-08-06,7.816792488098144
2010-08-09,7.866681575775146
2010-08-10,7.796356201171875
2010-08-11,7.5192551612854
2010-08-12,7.567344665527344
2010-08-13,7.48649787902832
2010-08-16,7.442619323730469
2010-08-17,7.572755336761475
2010-08-18,7.60581636428833
2010-08-19,7.509942054748535
2010-08-20,7.502726554870605
2010-08-23,7.387319087982178
2010-08-24,7.210901260375977
2010-08-25,7.299862384796143
2010-08-26,7.221419334411621
2010-08-27,7.261693954467773
2010-08-30,7.28814172744751
2010-08-31,7.306174278259277
2010-09-01,7.523464679718018
2010-09-02,7.578765392303467
2010-09-03,7.7771220207214355
2010-09-07,7.74826717376709
2010-09-08,7.9018473625183105
2010-09-09,7.906354904174805
2010-09-10,7.916573524475098
2010-09-13,8.02567195892334
2010-09-14,8.056327819824219
2010-09-15,8.121240615844727
2010-09-16,8.312085151672363
2010-09-17,8.276023864746094
2010-09-20,8.512245178222656
2010-09-21,8.528473854064941
2010-09-22,8.648094177246094
2010-09-23,8.683257102966309
2010-09-24,8.785439491271973
2010-09-27,8.750577926635742
2010-09-29,8.636670112609863
2010-09-30,8.527875900268555
2010-10-01,8.490907669067383
2010-10-04,8.374300003051758
2010-10-05,8.683857917785645
2010-10-06,8.69136905670166
2010-10-07,8.692272186279297
2010-10-08,8.83803653717041
2010-10-11,8.876802444458008
2010-10-12,8.97237777709961
2010-10-13,9.020464897155762
2010-10-14,9.08568000793457
2010-10-20,9.332727432250977
2010-10-21,9.30237102508545
2010-10-22,9.24075984954834
2010-10-25,9.281933784484863
2010-10-26,9.25819206237793
2010-10-27,9.251583099365234
2010-10-28,9.173742294311523
2010-10-29,9.045708656311035
2010-11-01,9.141887664794922
2010-11-02,9.297560691833496
2010-11-03,9.400949478149414
2010-11-04,9.565348625183104
2010-11-05,9.531083106994627
2010-11-08,9.5758638381958
2010-11-09,9.499526977539062
2010-11-10,9.558135032653809
2010-11-11,9.516657829284668
2010-11-12,9.257596015930176
2010-11-15,9.227835655212402
2010-11-16,9.064042091369627
2010-11-17,9.031283378601074
2010-11-18,9.269609451293944
2010-11-19,9.218521118164062
2010-11-22,9.417781829833984
2010-11-23,9.278627395629885
2010-11-24,9.4610595703125
2010-11-26,9.46707248687744
2010-11-29,9.523272514343262
2010-11-30,9.351362228393556
2010-12-01,9.509142875671388
2010-12-02,9.561738967895508
2010-12-03,9.540404319763184
2010-12-06,9.621851921081545
2010-12-07,9.563547134399414
2010-12-08,9.647690773010254
2010-12-09,9.61012840270996
2010-12-10,9.634169578552246
2010-12-13,9.66752815246582
2010-12-14,9.626057624816896
2010-12-15,9.628158569335938
2010-12-16,9.654906272888184
2010-12-17,9.635675430297852
2010-12-20,9.683757781982422
2010-12-21,9.743568420410156
2010-12-22,9.772421836853027
2010-12-23,9.725534439086914
2010-12-27,9.7579927444458
2010-12-28,9.781737327575684
2010-12-29,9.776328086853027
2010-12-30,9.727337837219238
2010-12-31,9.6942777633667
2011-01-03,9.904956817626951
2011-01-04,9.95664882659912
2011-01-05,10.038098335266112
2011-01-06,10.029984474182127
2011-01-07,10.101813316345217
2011-01-10,10.292057037353516
2011-01-11,10.267711639404297
2011-01-12,10.35126495361328
2011-01-13,10.38912868499756
2011-01-14,10.473283767700195
2011-01-20,9.99842643737793
2011-01-21,9.819302558898926
