Date,Close,High,Low,Open,Volume,log_return,SMA_5,SMA_20,RSI_14,ATR_14,MACD,MACD_signal
2010-02-22,1108.010009765625,1112.2900390625,1105.3800048828125,1110.0,3814440000,-0.0010464051249203224,1103.66201171875,1086.5809997558595,54.36304098588527,15.43654153454434,-9.727688691210915,-19.679408012167464
2010-02-23,1094.5999755859375,1108.5799560546875,1092.1800537109375,1107.489990234375,4521050000,-0.0121766449451987,1103.6080078125,1086.4719970703125,48.234219160844205,15.51137616698198,-8.968474648507708,-17.537221339435515
2010-02-24,1105.239990234375,1106.4200439453125,1095.5,1095.8900146484375,4168360000,0.009673519697189884,1104.75400390625,1087.1254943847657,52.782748316538026,15.226414092363049,-7.422667894964434,-15.514310650541299
2010-02-25,1102.93994140625,1103.5,1086.02001953125,1101.239990234375,4521130000,-0.0020832085528651543,1103.9919921875,1087.3974914550781,51.72469950630215,15.532940686226347,-6.310456608306822,-13.673539842094405
2010-02-26,1104.489990234375,1107.239990234375,1097.56005859375,1103.0999755859375,3945190000,0.0014043925568579447,1103.0559814453125,1088.395489501953,52.41694326367396,15.0860716278795,-5.243501344912147,-11.987532142657955
2010-03-01,1115.7099609375,1116.1099853515625,1105.3599853515625,1105.3599853515625,3847640000,0.010107257423603737,1104.5959716796874,1090.4874877929688,57.20102367783775,14.822737145445828,-3.4527723349387998,-10.280580181114123
2010-03-02,1118.31005859375,1123.4599609375,1116.510009765625,1117.010009765625,4134680000,0.0023277310028862693,1109.33798828125,1091.9434936523437,58.2486332322098,14.287819190609822,-1.8030164903307195,-8.585067442957442
2010-03-03,1118.7900390625,1125.6400146484375,1116.5799560546875,1119.3599853515625,3951320000,0.00042910952140039855,1112.047998046875,1092.7169982910157,58.45081739891825,13.894093190278337,-0.4516365007193599,-6.958381254509826
2010-03-04,1122.969970703125,1123.72998046875,1116.6600341796875,1119.1199951171875,3945010000,0.00372915607957138,1116.05400390625,1094.0014953613281,60.255829746331344,13.38212565921429,0.9457256904015594,-5.37755986552755
2010-03-05,1138.699951171875,1139.3800048828125,1125.1199951171875,1125.1199951171875,4133000000,0.013910282801603982,1122.89599609375,1097.7809936523438,66.20566901310711,13.608474663399626,3.2845608839104443,-3.6451357156399515
2010-03-08,1138.5,1141.050048828125,1136.77001953125,1138.4000244140625,3774680000,-0.00017561143217653642,1127.45400390625,1101.3964965820312,66.0702691178011,12.913445245877242,5.063600205468447,-1.903388531418272
2010-03-09,1140.449951171875,1145.3699951171875,1134.9000244140625,1137.56005859375,5185570000,0.0017112720239721047,1131.881982421875,1105.5819946289062,66.78371120227834,12.73194923791477,6.555281246548475,-0.21165457582492242
2010-03-10,1145.6099853515625,1148.260009765625,1140.0899658203125,1140.219970703125,5469120000,0.00451435490421295,1137.2459716796875,1109.336492919922,68.66159503312053,12.394063499188558,8.060899817323389,1.4428563028047399
2010-03-11,1150.239990234375,1150.239990234375,1138.989990234375,1143.9599609375,4669060000,0.00403337431350597,1142.6999755859374,1113.4419921875,70.28492923059734,12.30954934173106,9.517998519353796,3.057884746114551
2010-03-12,1149.989990234375,1153.4100341796875,1146.969970703125,1151.7099609375,4928160000,-0.0002173695700926971,1144.9579833984376,1117.0179931640625,70.07385738031657,11.877016027825626,10.531189826991522,4.552545762289945
2010-03-15,1150.510009765625,1150.97998046875,1141.449951171875,1148.530029296875,4164110000,0.00045209262343589776,1147.3599853515625,1120.7679931640625,70.27383039182091,11.704452776862789,11.246470160801891,5.891330641992335
2010-03-16,1159.4599609375,1160.280029296875,1150.3499755859375,1150.8299560546875,4369770000,0.007749014983159959,1151.1619873046875,1123.997491455078,73.54976936452395,11.574262283920511,12.392666297460437,7.191597773085956
2010-03-17,1166.2099609375,1169.8399658203125,1159.93994140625,1159.93994140625,4963200000,0.005804795332563638,1155.281982421875,1127.3324890136719,75.72278800724405,11.486807637935321,13.687917785754735,8.490861775619711
2010-03-18,1165.8299560546875,1167.77001953125,1161.1600341796875,1166.1300048828125,4234510000,-0.00032589912668909416,1158.3999755859375,1130.2864868164063,75.34749291694759,11.130323240074318,14.516414513444488,9.695972323184666
2010-03-19,1159.9000244140625,1169.199951171875,1155.3299560546875,1166.6800537109375,5212410000,-0.005099426451612706,1160.381982421875,1132.8229858398438,69.5543311091193,11.330253194989925,14.5270494311751,10.662187744782752
2010-03-22,1165.81005859375,1167.8199462890625,1152.8800048828125,1157.25,4261680000,0.005082359099180065,1163.4419921875,1135.71298828125,71.87525270935282,11.593266392441782,14.841286928845875,11.498007581595378
2010-03-23,1174.1700439453125,1174.719970703125,1163.8299560546875,1166.469970703125,4411640000,0.0071453777848001715,1166.3840087890626,1139.6914916992187,74.80149289041228,11.542098669390985,15.585246341916672,12.315455333659637
2010-03-24,1167.719970703125,1173.0400390625,1166.010009765625,1172.699951171875,4705750000,-0.0055084478872883084,1166.6860107421876,1142.8154907226562,68.84945533775485,11.296350750029559,15.47597512381276,12.947559291690261
2010-03-25,1165.72998046875,1180.68994140625,1165.0899658203125,1170.030029296875,5668900000,-0.0017056210833286789,1166.666015625,1145.9549926757813,67.07610629984501,11.608675919421188,15.055253721999861,13.369098177752182
2010-03-26,1166.5899658203125,1173.9300537109375,1161.47998046875,1167.5799560546875,4708420000,0.0007374506159884132,1168.00400390625,1149.059991455078,67.46609737569665,11.669668520002796,14.622661669171293,13.619810876036006
2010-03-29,1173.219970703125,1174.8499755859375,1167.7099609375,1167.7099609375,4375580000,0.005667146312798056,1169.485986328125,1151.9354919433595,70.37915087222919,11.422765521943367,14.645985531034967,13.8250458070358
2010-03-30,1173.27001953125,1177.8299560546875,1168.9200439453125,1173.75,4085000000,4.26584629303888e-05,1169.3059814453125,1154.6834899902344,70.4006964695244,11.240981645797149,14.501345893074813,13.960305824243603
2010-03-31,1169.4300537109375,1174.56005859375,1165.77001953125,1171.75,4484340000,-0.00327824231803275,1169.647998046875,1157.2154907226563,66.40944567210676,11.063838238867747,13.916444676607398,13.951533594716363
2010-04-01,1178.0999755859375,1181.4300537109375,1170.68994140625,1171.22998046875,4006870000,0.007386454005524301,1172.1219970703125,1159.971990966797,70.47890764735392,11.13144265065459,13.991214475083098,13.95946977078971
2010-04-05,1187.43994140625,1187.72998046875,1178.7099609375,1178.7099609375,3881620000,0.007896729443087884,1176.2919921875,1162.4089904785155,74.11682008297038,11.023102282831337,14.635419260408526,14.094659668713472
2010-04-06,1189.43994140625,1191.800048828125,1182.77001953125,1186.010009765625,4086180000,0.001682878875349027,1179.535986328125,1164.955987548828,74.83203619715147,10.879391415490723,15.132896864177383,14.302307107806255
2010-04-07,1182.449951171875,1189.5999755859375,1177.25,1188.22998046875,5101430000,-0.005894042967262019,1181.37197265625,1167.0559875488282,67.78238304847333,10.985356441907415,14.792597795850497,14.400365245415104
2010-04-08,1186.43994140625,1188.550048828125,1175.1199951171875,1181.75,4726970000,0.0033686614308549275,1184.7739501953124,1169.0974853515625,69.54600081785318,11.161402038619638,14.675694922884986,14.455431180909082
2010-04-09,1194.3699951171875,1194.6600341796875,1187.1500244140625,1187.469970703125,4511570000,0.00666166829683167,1188.0279541015625,1171.3039855957031,72.73994129609359,10.94971814772907,15.049456843538337,14.574236313434934
2010-04-12,1196.47998046875,1199.199951171875,1194.7099609375,1194.93994140625,4607090000,0.0017650508571401095,1189.8359619140624,1173.628485107422,73.53525451896502,10.509521331352923,15.339104395245386,14.727209929797024
2010-04-13,1197.300048828125,1199.0400390625,1188.8199462890625,1195.93994140625,5403580000,0.0006851660398368415,1191.4079833984374,1175.9679870605469,73.8545282574258,10.488713066810472,15.45665018784075,14.87309798140577
2010-04-14,1210.6500244140625,1210.6500244140625,1198.68994140625,1198.68994140625,5760040000,0.011088363099908616,1197.047998046875,1178.527490234375,78.41892727450498,10.694325781933696,16.43755562550041,15.1859895102247
2010-04-15,1211.6700439453125,1213.9200439453125,1208.5,1210.77001953125,5995330000,0.0008421839911768203,1202.0940185546874,1180.8004943847657,78.72454509576326,10.315475246113975,17.10011778997182,15.568815166174124
2010-04-19,1197.52001953125,1197.8699951171875,1183.6800537109375,1192.06005859375,6597740000,-0.011746841679017184,1202.7240234375,1182.3849975585938,64.97769143881465,11.58452271563371,16.295569187339424,15.714165970407185
2010-04-20,1207.1700439453125,1208.5799560546875,1199.0400390625,1199.0400390625,5316590000,0.008026045737071379,1204.8620361328126,1184.7484985351562,68.95866624576395,11.54687093554728,16.2493228657454,15.82119734947483
2010-04-21,1205.93994140625,1210.989990234375,1198.8499755859375,1207.1600341796875,5724310000,-0.0010195164357019706,1206.5900146484375,1186.7549926757813,67.89915249159752,11.589428668946141,15.929784686272114,15.842914816834286
2010-04-22,1208.6700439453125,1210.27001953125,1190.18994140625,1202.52001953125,6035780000,0.0022613206430901964,1206.1940185546875,1188.4799926757812,69.03623968984935,12.19843265768509,15.715684210470272,15.817468695561484
2010-04-23,1217.280029296875,1217.280029296875,1205.0999755859375,1207.8699951171875,5326060000,0.0070982676832182495,1207.316015625,1190.9579956054688,72.36132387545386,12.197114793954844,16.055681994391534,15.865111355327496
2010-04-26,1212.050048828125,1219.800048828125,1211.0699462890625,1217.0699462890625,5647760000,-0.004305704355093108,1210.222021484375,1193.2739990234375,67.61176209774978,11.948581144960759,15.721884870390795,15.836466058340157
2010-04-28,1191.3599853515625,1195.050048828125,1181.81005859375,1184.5899658203125,6342310000,-0.01721768180052069,1207.060009765625,1194.5125,52.83670406950976,13.259468944430658,13.630706733850957,15.395314193442317
2010-04-29,1206.780029296875,1209.3599853515625,1193.300048828125,1193.300048828125,6059410000,0.012860180281289574,1207.22802734375,1196.1905029296875,59.87448896533223,13.599126970070717,13.067072591357828,14.92966587302542
2010-04-30,1186.68994140625,1207.989990234375,1186.3199462890625,1206.77001953125,6048260000,-0.016787810139866296,1202.8320068359376,1196.8614990234375,49.50885966367248,14.177278532786445,10.873938287971441,14.118520356014626
2010-05-03,1202.260009765625,1205.1300048828125,1188.5799560546875,1188.5799560546875,4938050000,0.01303525745326214,1199.8280029296875,1198.502996826172,55.88340488344487,14.482575905569307,10.273807881929997,13.349577861197702
2010-05-04,1173.5999755859375,1197.5,1168.1199951171875,1197.5,6594720000,-0.024127199957418213,1192.13798828125,1198.2779968261718,44.69714965644318,15.89015815358529,7.400269277313328,12.159716144420829
2010-05-05,1165.8699951171875,1175.949951171875,1158.1500244140625,1169.239990234375,6795940000,-0.006608341800780098,1187.039990234375,1197.1994995117188,42.24117312850333,16.026884035589642,4.4479511961060325,10.61736315475787
2010-05-11,1155.7900390625,1170.47998046875,1147.7099609375,1156.3900146484375,5842550000,-0.00868345859772193,1176.8419921875,1195.5170043945313,39.215208566556946,16.509565372964797,1.280093513348902,8.749909226476078
2010-05-12,1171.6700439453125,1172.8699951171875,1155.4300537109375,1155.4300537109375,5225460000,0.013645992401824483,1173.8380126953125,1194.978009033203,45.80218785852855,16.576152592402146,0.050346789437753614,7.009996739068413
2010-05-13,1157.43994140625,1173.5699462890625,1156.1400146484375,1170.0400390625,4870640000,-0.01221949988922511,1164.8739990234376,1193.528009033203,41.46584178618118,16.63724909423129,-2.0488686160524594,5.198223668044239
2010-05-14,1135.6800537109375,1157.18994140625,1126.1400146484375,1157.18994140625,6126400000,-0.018978981387949807,1157.2900146484376,1190.5935119628907,35.872931168225634,17.686373589097983,-5.406035617518,3.0773718109317914
2010-05-17,1136.93994140625,1141.8800048828125,1114.9599609375,1136.52001953125,5922920000,0.0011087536210084368,1151.50400390625,1187.6165100097655,36.407755814121764,18.34696828111517,-7.874183559011271,0.8870607369431789
2010-05-18,1120.800048828125,1148.6600341796875,1117.199951171875,1138.780029296875,6170840000,-0.01429763178499772,1144.506005859375,1183.7915100097657,32.6509454514747,19.28499960669759,-11.005696213889223,-1.4914906532233019
2010-05-19,1115.050048828125,1124.27001953125,1100.6600341796875,1119.5699462890625,6765800000,-0.005143468860015588,1133.1820068359375,1179.0115112304688,31.407544389639106,19.594349841782158,-13.792428963848579,-3.9516783153483575
2010-05-21,1087.68994140625,1090.1600341796875,1055.9000244140625,1067.260009765625,5452130000,-0.024843163252061966,1119.2320068359375,1172.8125061035157,26.27934753718286,22.42334447549179,-18.00116058264075,-6.761574768806836
2010-05-24,1073.6500244140625,1089.949951171875,1072.699951171875,1084.780029296875,5224040000,-0.012992046323687721,1106.8260009765625,1166.6190063476563,24.10435557629341,22.0533840079736,-22.213451832266173,-9.851950181498704
2010-05-26,1067.949951171875,1090.75,1065.5899658203125,1075.510009765625,4521050000,-0.005323203928998991,1093.0280029296875,1159.6580017089843,23.262570243095418,22.275530615471812,-25.715241966451913,-13.024608538489346
2010-05-27,1103.06005859375,1103.52001953125,1074.27001953125,1074.27001953125,5698460000,0.032347311768677056,1089.4800048828124,1154.5140075683594,37.695692979118405,23.226106084987556,-25.36495225483577,-15.492677281758631
2010-05-28,1089.4100341796875,1102.5899658203125,1084.780029296875,1102.5899658203125,4871210000,-0.012451892345405802,1084.352001953125,1148.551007080078,34.94393157200451,22.87248131933076,-25.890340300077924,-17.572209885422488
2010-06-01,1070.7099609375,1094.77001953125,1069.8900146484375,1087.300048828125,5271480000,-0.017314353324598773,1080.956005859375,1141.2225036621094,31.546400626829065,23.01600156912643,-27.498666231766038,-19.5575011546912
2010-06-02,1098.3800048828125,1098.56005859375,1072.030029296875,1073.010009765625,5026360000,0.02551442810834267,1085.902001953125,1135.5390014648438,40.72935694848871,23.361575214523963,-26.238078584525056,-20.89361664065797
2010-06-03,1102.8299560546875,1105.6700439453125,1091.81005859375,1098.8199462890625,4995970000,0.004043191983442443,1092.8780029296875,1131.1125,42.075158922084796,22.682377265992255,-24.596447387539683,-21.634182790034316
2010-06-04,1064.8800048828125,1098.4300537109375,1060.5,1098.4300537109375,6180580000,-0.035017442089831104,1085.2419921875,1124.0174987792968,34.81496606690451,24.08676063858735,-26.057314236802995,-22.518809079388053
2010-06-07,1050.469970703125,1071.3599853515625,1049.8599853515625,1065.8399658203125,5467560000,-0.013624466165715648,1077.4539794921875,1117.2065002441407,32.5203201616012,23.901871621275514,-28.054436982191646,-23.625934659948772
2010-06-08,1062.0,1063.1500244140625,1042.1700439453125,1050.81005859375,6192750000,0.01091626764351899,1075.7119873046875,1110.1934997558594,36.146777749871404,23.69303883160799,-28.37965118942998,-24.576677965845015
2010-06-09,1055.68994140625,1077.739990234375,1052.25,1062.75,5983200000,-0.005959396741888012,1067.173974609375,1104.297998046875,35.03702934161414,23.82146461384915,-28.814400314381146,-25.424222435552245
2010-06-10,1086.8399658203125,1087.8499755859375,1058.77001953125,1058.77001953125,5144780000,0.02907984566617691,1063.9759765625,1100.3464965820312,44.15230628162125,24.41738743360668,-26.34174425885476,-25.60772680021275
2010-06-11,1091.5999755859375,1092.25,1077.1199951171875,1082.6500244140625,4059280000,0.00437011574261751,1069.319970703125,1097.1369934082031,45.412766694593536,23.753681634249155,-23.724571421980954,-25.23109572456639
2010-06-14,1089.6300048828125,1105.9100341796875,1089.030029296875,1095.0,4425830000,-0.0018062939317567235,1077.1519775390625,1093.0349914550782,44.96050299027829,23.262483897899887,-21.560863056907692,-24.49704919103465
2010-06-15,1115.22998046875,1115.5899658203125,1091.2099609375,1091.2099609375,4644490000,0.02322245059850045,1087.7979736328125,1090.924493408203,51.69316516982265,23.455241296576453,-17.577778814659723,-23.11319511575967
2010-06-16,1114.6099853515625,1118.739990234375,1107.1300048828125,1114.02001953125,5002600000,-0.0005560893540954269,1099.581982421875,1089.8709899902344,51.52876755053642,22.608823484611936,-14.306270499572747,-21.351810192522287
2010-06-17,1116.0400390625,1117.719970703125,1105.8699951171875,1115.97998046875,4557760000,0.001282185812389404,1105.4219970703125,1088.825994873047,51.90867508328497,21.840057633826113,-11.466010178907482,-19.37465018979933
2010-06-18,1117.510009765625,1121.010009765625,1113.9300537109375,1116.1600341796875,4555360000,0.0013162641384549061,1110.60400390625,1088.6614929199218,52.322341037189396,20.78541216261606,-8.99280559604108,-17.298281271047678
2010-06-21,1113.199951171875,1131.22998046875,1108.239990234375,1122.7900390625,4514360000,-0.003864297943398893,1115.3179931640625,1088.5689880371094,50.938803475707175,20.942930912828174,-7.296449920692339,-15.297915000976612
2010-06-22,1095.31005859375,1118.5,1094.1800537109375,1113.9000244140625,4514380000,-0.01620122508698942,1111.3340087890624,1088.9499938964843,45.55433609236174,21.18421583369447,-7.311359840304476,-13.700603968842186
2010-06-23,1092.0400390625,1099.6400146484375,1085.31005859375,1095.5699462890625,4526150000,-0.00298993926106872,1106.82001953125,1089.8694946289063,44.62578212670597,20.6944947958943,-7.500577320096909,-12.460598639093131
2010-06-24,1073.68994140625,1090.9300537109375,1071.5999755859375,1090.9300537109375,4814830000,-0.016946283204951274,1098.35,1090.156494140625,39.73153907780745,20.676316613063,-9.027173422767873,-11.77391359582808
2010-06-25,1076.760009765625,1083.56005859375,1067.8900146484375,1075.0999755859375,5128840000,0.002855281931545411,1090.2,1088.8414916992188,40.89938629929994,20.318643177155575,-9.87544499108958,-11.394219874880381
2010-06-28,1074.5699462890625,1082.5999755859375,1071.449951171875,1077.5,3896410000,-0.0020360096106544403,1082.4739990234375,1088.0994873046875,40.299472798482604,19.66360148608766,-10.602210457379897,-11.235817991380285
